accession_no,ticker,cik,filed_at,filing_date,item_codes,body_keywords,direction,direction_confidence,direction_source,t0_close,t1_close,t5_close,next_day_return,five_day_return,label_t1,label_t5
0001526113-24-000018,GNL,0001526113,2024-08-06,2024-08-06,2.02|7.01|9.01,restate,short,0.85,body_keywords,8.28,8.09,8.02,-0.02295,-0.0314,B_short,A_short
0001104659-24-079659,GNL,0001526113,2024-07-15,2024-07-15,7.01|9.01,,,0.0,,8.14,8.43,8.6,0.03563,0.05651,A_long,A_long
0001104659-24-078432,GNL,0001526113,2024-07-09,2024-07-09,7.01|9.01,,,0.0,,7.48,7.57,8.43,0.01203,0.12701,B_long,A_long
0001104659-24-076512,GNL,0001526113,2024-07-01,2024-07-01,7.01|9.01,,,0.0,,7.3,7.45,7.48,0.02055,0.02466,B_long,B_long
0001104659-24-075332,GNL,0001526113,2024-06-27,2024-06-27,7.01|9.01,,,0.0,,7.19,7.35,7.56,0.02225,0.05146,B_long,A_long
0001104659-24-073069,GNL,0001526113,2024-06-20,2024-06-20,7.01|9.01,,,0.0,,7.15,7.12,7.19,-0.0042,0.00559,neutral,neutral
0001104659-24-067791,GNL,0001526113,2024-06-03,2024-06-03,7.01|9.01,,,0.0,,7.58,7.63,7.4,0.0066,-0.02375,neutral,B_short
0001104659-24-066073,GNL,0001526113,2024-05-29,2024-05-29,5.07,,,0.0,,7.11,7.34,7.67,0.03235,0.07876,A_long,A_long
0001104659-24-058738,GNL,0001526113,2024-05-08,2024-05-08,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-058070,GNL,0001526113,2024-05-07,2024-05-07,7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001526113-24-000011,GNL,0001526113,2024-05-07,2024-05-07,2.02|7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-050199,GNL,0001526113,2024-04-23,2024-04-23,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-048005,GNL,0001526113,2024-04-17,2024-04-17,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-046766,GNL,0001526113,2024-04-12,2024-04-12,5.02,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-045455,GNL,0001526113,2024-04-10,2024-04-10,1.01|2.03|9.01,covenant_violation|going_concern|material_adverse_change|restate|shelf_takedown,short,0.95,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-044433,GNL,0001526113,2024-04-08,2024-04-08,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-041342,GNL,0001526113,2024-04-01,2024-04-01,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-036896,GNL,0001526113,2024-03-21,2024-03-21,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-036743,GNL,0001526113,2024-03-20,2024-03-20,5.02,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-033016,GNL,0001526113,2024-03-11,2024-03-11,5.02|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-030530,GNL,0001526113,2024-03-04,2024-03-04,5.02,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-028786,GNL,0001526113,2024-02-28,2024-02-28,5.02|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-028762,GNL,0001526113,2024-02-28,2024-02-28,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-028245,GNL,0001526113,2024-02-27,2024-02-27,7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001526113-24-000006,GNL,0001526113,2024-02-27,2024-02-27,2.02|7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-011871,GNL,0001526113,2024-02-08,2024-02-08,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-24-000012,GNL,0001526113,2024-01-02,2024-01-02,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-130498,GNL,0001526113,2023-12-29,2023-12-29,5.02,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-128815,GNL,0001526113,2023-12-22,2023-12-22,5.02,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-127863,GNL,0001526113,2023-12-21,2023-12-21,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-122971,GNL,0001526113,2023-12-04,2023-12-04,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-122921,GNL,0001526113,2023-12-04,2023-12-04,5.02|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-116391,GNL,0001526113,2023-11-13,2023-11-13,1.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-115763,GNL,0001526113,2023-11-08,2023-11-08,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-115293,GNL,0001526113,2023-11-07,2023-11-07,7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001526113-23-000024,GNL,0001526113,2023-11-07,2023-11-07,2.02|7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-110533,GNL,0001526113,2023-10-20,2023-10-20,8.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-108671,GNL,0001526113,2023-10-12,2023-10-12,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-105546,GNL,0001526113,2023-10-02,2023-10-02,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-103283,GNL,0001526113,2023-09-25,2023-09-25,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-101591,GNL,0001526113,2023-09-18,2023-09-18,7.01|8.01|9.01,covenant_violation|dividend_increase|restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-100908,GNL,0001526113,2023-09-15,2023-09-15,8.01|9.01,restate|shelf_takedown,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-100026,GNL,0001526113,2023-09-12,2023-09-12,1.01|1.02|2.01|2.03|3.02|5.02|5.03|7.01|9.01,covenant_violation|credit_facility_amendment|material_adverse_change|restate|shelf_takedown|underwritten_offering,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-099320,GNL,0001526113,2023-09-08,2023-09-08,5.07,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-098742,GNL,0001526113,2023-09-07,2023-09-07,8.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-089315,GNL,0001526113,2023-08-09,2023-08-09,8.01|9.01,covenant_violation|restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-087281,GNL,0001526113,2023-08-03,2023-08-03,7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-087002,GNL,0001526113,2023-08-03,2023-08-03,7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001526113-23-000018,GNL,0001526113,2023-08-03,2023-08-03,2.02|7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-080485,GNL,0001526113,2023-07-13,2023-07-13,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-079763,GNL,0001526113,2023-07-11,2023-07-11,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-078403,GNL,0001526113,2023-07-06,2023-07-06,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-077356,GNL,0001526113,2023-07-03,2023-07-03,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-076602,GNL,0001526113,2023-06-30,2023-06-30,5.07|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-072343,GNL,0001526113,2023-06-16,2023-06-16,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-067775,GNL,0001526113,2023-06-05,2023-06-05,1.01|3.02|7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-064859,GNL,0001526113,2023-05-26,2023-05-26,1.01|3.03|5.02|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-063803,GNL,0001526113,2023-05-24,2023-05-24,7.01|9.01,definitive_agreement_acquisition|dividend_increase|restate,long,0.7,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-059876,GNL,0001526113,2023-05-12,2023-05-12,8.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-058452,GNL,0001526113,2023-05-10,2023-05-10,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-057956,GNL,0001526113,2023-05-10,2023-05-10,7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001526113-23-000012,GNL,0001526113,2023-05-10,2023-05-10,2.02|7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-048587,GNL,0001526113,2023-04-24,2023-04-24,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-047353,GNL,0001526113,2023-04-20,2023-04-20,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-045849,GNL,0001526113,2023-04-17,2023-04-17,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-040449,GNL,0001526113,2023-04-03,2023-04-03,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-036779,GNL,0001526113,2023-03-27,2023-03-27,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-024772,GNL,0001526113,2023-02-23,2023-02-23,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-024475,GNL,0001526113,2023-02-23,2023-02-23,7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001526113-23-000004,GNL,0001526113,2023-02-23,2023-02-23,2.02|7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-017675,GNL,0001526113,2023-02-09,2023-02-09,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-004777,GNL,0001526113,2023-01-19,2023-01-19,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-23-000028,GNL,0001526113,2023-01-03,2023-01-03,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-129332,GNL,0001526113,2022-12-22,2022-12-22,8.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-129151,GNL,0001526113,2022-12-21,2022-12-21,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-128809,GNL,0001526113,2022-12-21,2022-12-21,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-123745,GNL,0001526113,2022-12-02,2022-12-02,8.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-115054,GNL,0001526113,2022-11-07,2022-11-07,1.01|9.01,restate|shelf_takedown,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-114425,GNL,0001526113,2022-11-03,2022-11-03,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001526113-22-000019,GNL,0001526113,2022-11-03,2022-11-03,2.02|7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-114156,GNL,0001526113,2022-11-03,2022-11-03,7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-107866,GNL,0001526113,2022-10-12,2022-10-12,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-106465,GNL,0001526113,2022-10-06,2022-10-06,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-104838,GNL,0001526113,2022-10-03,2022-10-03,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-102444,GNL,0001526113,2022-09-23,2022-09-23,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-086755,GNL,0001526113,2022-08-05,2022-08-05,1.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-086202,GNL,0001526113,2022-08-04,2022-08-04,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-085839,GNL,0001526113,2022-08-04,2022-08-04,7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001526113-22-000013,GNL,0001526113,2022-08-04,2022-08-04,2.02|7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-084314,GNL,0001526113,2022-07-29,2022-07-29,1.01|2.03|9.01,material_adverse_change|restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-080872,GNL,0001526113,2022-07-19,2022-07-19,5.03|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-077852,GNL,0001526113,2022-07-07,2022-07-07,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-076449,GNL,0001526113,2022-07-01,2022-07-01,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-073670,GNL,0001526113,2022-06-23,2022-06-23,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-067381,GNL,0001526113,2022-06-02,2022-06-02,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-056546,GNL,0001526113,2022-05-05,2022-05-05,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001526113-22-000007,GNL,0001526113,2022-05-05,2022-05-05,2.02|7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-056063,GNL,0001526113,2022-05-05,2022-05-05,7.01|9.01,restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-047456,GNL,0001526113,2022-04-20,2022-04-20,5.07,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-045638,GNL,0001526113,2022-04-14,2022-04-14,7.01|9.01,,,0.0,,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001104659-22-044409,GNL,0001526113,2022-04-11,2022-04-11,1.01|7.01|9.01,covenant_violation|credit_facility_amendment|material_adverse_change|restate,short,0.85,body_keywords,7.53,7.66,7.8,0.01726,0.03586,B_long,A_long
0001193125-26-212477,FUN,0001999001,2026-05-07,2026-05-07,5.02|7.01|9.01,,,0.0,,22.76,22.01,,-0.03295,,A_short,
0001999001-26-000053,FUN,0001999001,2026-05-07,2026-05-07,2.02|9.01,,,0.0,,22.76,22.01,,-0.03295,,A_short,
0001193125-26-148589,FUN,0001999001,2026-04-09,2026-04-09,7.01|9.01,,,0.0,,19.73,19.94,19.48,0.01064,-0.01267,B_long,B_short
0001193125-26-143825,FUN,0001999001,2026-04-06,2026-04-06,7.01|8.01|9.01,,,0.0,,17.88,17.58,19.65,-0.01678,0.09899,B_short,A_long
0001193125-26-124392,FUN,0001999001,2026-03-25,2026-03-25,5.02|7.01|9.01,,,0.0,,17.27,17.68,17.58,0.02374,0.01795,B_long,B_long
0001193125-26-106226,FUN,0001999001,2026-03-13,2026-03-13,5.02,,,0.0,,15.99,16.39,16.25,0.02502,0.01626,B_long,B_long
0001193125-26-092688,FUN,0001999001,2026-03-05,2026-03-05,1.01|7.01|9.01,,long,0.5,item_codes,17.51,16.05,15.57,-0.08338,-0.11079,A_short,A_short
0001999001-26-000022,FUN,0001999001,2026-02-19,2026-02-19,2.02|9.01,,,0.0,,17.58,18.24,17.19,0.03754,-0.02218,A_long,B_short
0001193125-26-021051,FUN,0001999001,2026-01-23,2026-01-23,1.01|9.01,restate,short,0.85,body_keywords,17.31,17.72,18.01,0.02369,0.04044,B_long,A_long
0001193125-26-012924,FUN,0001999001,2026-01-14,2026-01-14,1.01|2.03|9.01,covenant_violation|non_reliance|restate,short,0.95,body_keywords,16.38,15.88,18.36,-0.03052,0.12088,A_short,A_long
0001193125-26-003472,FUN,0001999001,2026-01-06,2026-01-06,7.01|8.01|9.01,,,0.0,,15.28,15.1,15.72,-0.01178,0.0288,B_short,B_long
0001193125-26-002779,FUN,0001999001,2026-01-05,2026-01-05,8.01,,,0.0,,14.66,15.28,15.87,0.04229,0.08254,A_long,A_long
0001193125-26-002477,FUN,0001999001,2026-01-05,2026-01-05,5.02,,,0.0,,14.66,15.28,15.87,0.04229,0.08254,A_long,A_long
0001193125-25-330990,FUN,0001999001,2025-12-23,2025-12-23,5.02,,,0.0,,13.81,14.35,15.34,0.0391,0.11079,A_long,A_long
0001193125-25-293793,FUN,0001999001,2025-11-24,2025-11-24,5.02|7.01|9.01,,,0.0,,14.44,14.67,15.03,0.01593,0.04086,B_long,A_long
0001999001-25-000171,FUN,0001999001,2025-11-07,2025-11-07,2.02|7.01|9.01,,,0.0,,18.03,16.35,14.6,-0.09318,-0.19024,A_short,A_short
0001193125-25-242513,FUN,0001999001,2025-10-17,2025-10-17,1.01|5.02|7.01|9.01,,long,0.5,item_codes,20.88,21.77,25.71,0.04262,0.23132,A_long,A_long
0001193125-25-237126,FUN,0001999001,2025-10-10,2025-10-10,5.02|7.01|9.01,,,0.0,,20.06,20.6,20.88,0.02692,0.04088,B_long,A_long
0001999001-25-000164,FUN,0001999001,2025-09-12,2025-09-12,7.01|9.01,,,0.0,,23.45,24.11,22.32,0.02814,-0.04819,B_long,A_short
0001193125-25-174048,FUN,0001999001,2025-08-06,2025-08-06,5.02|7.01|9.01,,,0.0,,24.32,25.16,26.36,0.03454,0.08388,A_long,A_long
0001999001-25-000152,FUN,0001999001,2025-08-06,2025-08-06,2.02|9.01,,,0.0,,24.32,25.16,26.36,0.03454,0.08388,A_long,A_long
0001193125-25-151406,FUN,0001999001,2025-06-27,2025-06-27,1.01|2.03|9.01,material_adverse_change|restate,short,0.85,body_keywords,30.89,30.43,31.07,-0.01489,0.00583,B_short,neutral
0001999001-25-000129,FUN,0001999001,2025-06-27,2025-06-27,5.07,,,0.0,,30.89,30.43,31.07,-0.01489,0.00583,B_short,neutral
0001999001-25-000108,FUN,0001999001,2025-05-20,2025-05-20,7.01|9.01,,,0.0,,36.33,34.2,34.53,-0.05863,-0.04955,A_short,A_short
0001999001-25-000100,FUN,0001999001,2025-05-08,2025-05-08,2.02|9.01,,,0.0,,34.44,35.91,36.74,0.04268,0.06678,A_long,A_long
0001193125-25-110131,FUN,0001999001,2025-05-01,2025-05-01,7.01|9.01,,,0.0,,34.92,35.8,34.44,0.0252,-0.01375,B_long,B_short
0001193125-25-050940,FUN,0001999001,2025-03-10,2025-03-10,1.01|5.02|7.01|9.01,,long,0.5,item_codes,36.02,34.5,38.88,-0.0422,0.0794,A_short,A_long
0001999001-25-000048,FUN,0001999001,2025-02-27,2025-02-27,2.02|9.01,,,0.0,,43.36,43.97,39.01,0.01407,-0.10032,B_long,A_short
0001193125-25-012320,FUN,0001999001,2025-01-24,2025-01-24,5.08|8.01,restate,short,0.85,body_keywords,43.77,45.25,44.09,0.03381,0.00731,A_long,neutral
0001193125-24-284176,FUN,0001999001,2024-12-23,2024-12-23,1.01,,long,0.5,item_codes,48.77,49.07,48.19,0.00615,-0.01189,neutral,B_short
0001999001-24-000025,FUN,0001999001,2024-11-06,2024-11-06,2.02|7.01,,,0.0,,45.64,45.59,46.32,-0.0011,0.0149,neutral,B_long
0001193125-24-237673,FUN,0001999001,2024-10-15,2024-10-15,5.02,,,0.0,,39.19,39.67,39.89,0.01225,0.01786,B_long,B_long
0001999001-24-000016,FUN,0001999001,2024-09-03,2024-09-03,7.01|9.01,,,0.0,,43.91,44.08,39.9,0.00387,-0.09132,neutral,A_short
0001999001-24-000014,FUN,0001999001,2024-08-08,2024-08-08,8.01|9.01,buyback_authorized|restate,short,0.85,body_keywords,44.61,43.18,44.16,-0.03206,-0.01009,A_short,B_short
0001999001-24-000010,FUN,0001999001,2024-08-08,2024-08-08,2.02|9.01,,,0.0,,44.61,43.18,44.16,-0.03206,-0.01009,A_short,B_short
0001193125-24-176370,FUN,0001999001,2024-07-08,2024-07-08,5.02,,,0.0,,56.57,55.42,52.68,-0.02033,-0.06876,B_short,A_short
0001628280-26-032106,FIGS,0001846576,2026-05-07,2026-05-07,2.02|7.01|9.01,,,0.0,,15.37,11.63,,-0.24333,,A_short,
0001628280-26-012291,FIGS,0001846576,2026-02-26,2026-02-26,2.02|7.01|9.01,,,0.0,,12.47,15.45,16.97,0.23897,0.36087,A_long,A_long
0001628280-25-057032,FIGS,0001846576,2025-12-15,2025-12-15,1.01|2.03,,long,0.5,item_codes,11.78,11.85,12.2,0.00594,0.03565,neutral,A_long
0001628280-25-050184,FIGS,0001846576,2025-11-06,2025-11-06,2.02|7.01|9.01,,,0.0,,7.52,8.55,9.4,0.13697,0.25,A_long,A_long
0001628280-25-038932,FIGS,0001846576,2025-08-07,2025-08-07,2.02|7.01|9.01,,,0.0,,6.55,6.22,6.84,-0.05038,0.04427,A_short,A_long
0001846576-25-000004,FIGS,0001846576,2025-06-09,2025-06-09,5.07,,,0.0,,5.16,5.2,5.33,0.00775,0.03295,neutral,A_long
0001628280-25-023874,FIGS,0001846576,2025-05-08,2025-05-08,2.02|7.01|9.01,,,0.0,,5.05,4.92,4.64,-0.02574,-0.08119,B_short,A_short
0001628280-25-016376,FIGS,0001846576,2025-04-03,2025-04-03,5.02|7.01|9.01,,,0.0,,3.93,3.97,3.98,0.01018,0.01272,B_long,B_long
0001628280-25-008661,FIGS,0001846576,2025-02-27,2025-02-27,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,5.58,4.57,4.87,-0.181,-0.12724,A_short,A_short
0001628280-25-001719,FIGS,0001846576,2025-01-16,2025-01-16,8.01,,,0.0,,6.12,5.94,5.81,-0.02941,-0.05065,B_short,A_short
0001628280-25-001440,FIGS,0001846576,2025-01-14,2025-01-14,8.01,restate,short,0.85,body_keywords,5.78,6.14,6.18,0.06228,0.0692,A_long,A_long
0001628280-24-051954,FIGS,0001846576,2024-12-19,2024-12-19,5.02|7.01|9.01,,,0.0,,5.59,5.75,6.01,0.02862,0.07513,B_long,A_long
0001628280-24-046350,FIGS,0001846576,2024-11-07,2024-11-07,1.01|2.02|7.01|9.01,restate,short,0.85,body_keywords,6.67,4.78,5.01,-0.28336,-0.24888,A_short,A_short
0001628280-24-036148,FIGS,0001846576,2024-08-08,2024-08-08,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,5.72,4.92,5.4,-0.13986,-0.05594,A_short,A_short
0001628280-24-027748,FIGS,0001846576,2024-06-12,2024-06-12,5.02|7.01|9.01,,,0.0,,5.42,5.04,4.53,-0.07011,-0.16421,A_short,A_short
0001628280-24-027691,FIGS,0001846576,2024-06-11,2024-06-11,5.07,,,0.0,,5.54,5.42,4.86,-0.02166,-0.12274,B_short,A_short
0001628280-24-022237,FIGS,0001846576,2024-05-09,2024-05-09,2.02|7.01|9.01,,,0.0,,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0001628280-24-007607,FIGS,0001846576,2024-02-28,2024-02-28,2.02|5.02|7.01|9.01,,,0.0,,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0001628280-23-036402,FIGS,0001846576,2023-11-02,2023-11-02,2.02|5.02|7.01|9.01,,,0.0,,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0001628280-23-027230,FIGS,0001846576,2023-08-03,2023-08-03,2.02|7.01|9.01,,,0.0,,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0001628280-23-021545,FIGS,0001846576,2023-06-08,2023-06-08,5.07,,,0.0,,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0001628280-23-015728,FIGS,0001846576,2023-05-04,2023-05-04,2.02|7.01|9.01,,,0.0,,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0001628280-23-005551,FIGS,0001846576,2023-02-28,2023-02-28,2.02|7.01|9.01,,,0.0,,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0001628280-22-029492,FIGS,0001846576,2022-11-10,2022-11-10,2.02|7.01,,,0.0,,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0001628280-22-021078,FIGS,0001846576,2022-08-04,2022-08-04,2.02|5.02|7.01|9.01,restate,short,0.85,body_keywords,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0000950170-22-011629,FIGS,0001846576,2022-06-14,2022-06-14,5.07,,,0.0,,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0000950170-22-009684,FIGS,0001846576,2022-05-12,2022-05-12,2.02|7.01|9.01,,,0.0,,5.77,6.0,5.56,0.03986,-0.0364,A_long,A_short
0001193125-26-216745,ANAB,0001370053,2026-05-11,2026-05-11,5.02,,,0.0,,67.92,65.58,,-0.03445,,A_short,
0001193125-26-164330,ANAB,0001370053,2026-04-20,2026-04-20,1.01|2.01|5.02|8.01|9.01,restate,short,0.85,body_keywords,50.95,51.82,66.59,0.01708,0.30697,B_long,A_long
0001193125-26-127783,ANAB,0001370053,2026-03-27,2026-03-27,1.01|1.02|5.02|7.01|9.01,buyback_authorized|issue_and_sell_shares|share_dilution_pipe,short,0.7,body_keywords,38.2667,36.9267,41.62,-0.03502,0.08763,A_short,A_long
